graph,n_vars,p_conf,sim,n_confounders,query,n_R_theta,n_R_theta_star,n_experiments,n_useless,n_useful,fraction_pruned,id_pruned,blocked_pruned
insurance.bif,27,0.05,32,18,"Y={'DrivHist'}, X={'ThisCarCost', 'GoodStudent', 'MakeModel'}; Y={'Accident'}, X={'Antilock', 'PropCost', 'DrivingSkill'}",13,18,100,55,45,0.55,55,0
insurance.bif,27,0.05,33,19,"Y={'Antilock'}, X={'Airbag', 'HomeBase'}; Y={'Accident'}, X={'PropCost', 'SeniorTrain'}",12,19,100,67,33,0.67,67,0
insurance.bif,27,0.05,34,22,"Y={'ThisCarDam'}, X={'AntiTheft', 'Airbag', 'MakeModel', 'OtherCarCost'}",17,22,100,52,48,0.52,52,0
insurance.bif,27,0.05,35,13,"Y={'DrivQuality'}, X={'MakeModel'}",2,10,100,59,41,0.59,59,0
insurance.bif,27,0.05,36,21,"Y={'MakeModel'}, X={'ILiCost', 'OtherCar'}; Y={'GoodStudent'}, X={'ILiCost', 'VehicleYear'}",8,21,100,51,49,0.51,51,0
insurance.bif,27,0.05,37,16,"Y={'ThisCarCost'}, X={'MakeModel'}; Y={'DrivQuality'}, X={'SeniorTrain'}",15,15,100,63,37,0.63,63,0
insurance.bif,27,0.05,38,15,"Y={'OtherCar'}, X={'Age'}; Y={'Cushioning'}, X={'RuggedAuto', 'CarValue', 'ILiCost', 'OtherCarCost'}",10,12,100,55,45,0.55,55,0
insurance.bif,27,0.05,39,19,"Y={'AntiTheft'}, X={'PropCost', 'ThisCarDam', 'CarValue'}",6,19,100,62,38,0.62,62,0
insurance.bif,27,0.05,40,18,"Y={'HomeBase'}, X={'CarValue', 'ILiCost'}",6,17,100,59,41,0.59,59,0
insurance.bif,27,0.05,41,17,"Y={'DrivingSkill'}, X={'RiskAversion', 'OtherCarCost'}",1,6,100,54,46,0.54,54,0
insurance.bif,27,0.05,42,15,"Y={'GoodStudent'}, X={'Theft', 'HomeBase'}",3,14,100,59,41,0.59,59,0
insurance.bif,27,0.05,43,16,"Y={'MedCost'}, X={'DrivQuality', 'GoodStudent'}; Y={'CarValue'}, X={'Antilock', 'Age'}",12,16,100,59,41,0.59,59,0
insurance.bif,27,0.05,44,22,"Y={'Antilock'}, X={'Airbag', 'HomeBase', 'DrivQuality'}; Y={'GoodStudent'}, X={'AntiTheft', 'MakeModel'}",9,22,100,60,40,0.6,60,0
insurance.bif,27,0.05,45,10,"Y={'Theft'}, X={'Mileage', 'VehicleYear'}; Y={'Airbag'}, X={'RiskAversion'}",5,9,100,67,33,0.67,67,0
insurance.bif,27,0.05,46,14,"Y={'HomeBase'}, X={'SeniorTrain', 'OtherCar'}; Y={'Accident'}, X={'AntiTheft', 'RiskAversion'}; Y={'GoodStudent'}, X={'PropCost', 'OtherCar'}",8,11,100,61,39,0.61,61,0
insurance.bif,27,0.05,47,13,"Y={'RiskAversion'}, X={'RuggedAuto', 'GoodStudent'}; Y={'ThisCarDam'}, X={'PropCost', 'DrivHist', 'DrivingSkill'}",12,13,100,62,38,0.62,62,0
insurance.bif,27,0.05,48,15,"Y={'GoodStudent'}, X={'SeniorTrain'}; Y={'AntiTheft'}, X={'DrivHist', 'CarValue', 'DrivingSkill'}",8,13,100,66,34,0.66,66,0
insurance.bif,27,0.05,49,22,"Y={'Age'}, X={'SocioEcon', 'CarValue', 'OtherCar'}; Y={'MakeModel'}, X={'Accident'}; Y={'AntiTheft'}, X={'DrivHist', 'OtherCarCost'}",8,21,100,67,33,0.67,67,0
insurance.bif,27,0.15,0,62,"Y={'Accident'}, X={'Age', 'CarValue'}; Y={'OtherCarCost'}, X={'Age', 'HomeBase', 'ILiCost'}",41,62,100,30,70,0.3,30,0
insurance.bif,27,0.15,1,53,"Y={'RuggedAuto'}, X={'SocioEcon', 'HomeBase', 'MedCost'}; Y={'Airbag'}, X={'RuggedAuto'}; Y={'MedCost'}, X={'PropCost', 'SeniorTrain', 'OtherCarCost'}; Y={'DrivHist'}, X={'SeniorTrain', 'MakeModel'}",45,53,100,36,64,0.36,36,0
insurance.bif,27,0.15,2,54,"Y={'VehicleYear'}, X={'Antilock', 'PropCost', 'DrivQuality'}",8,54,100,45,55,0.45,45,0
insurance.bif,27,0.15,3,50,"Y={'ILiCost'}, X={'MedCost'}; Y={'Mileage'}, X={'AntiTheft', 'DrivQuality'}",39,50,100,22,78,0.22,22,0
insurance.bif,27,0.15,4,46,"Y={'ThisCarCost'}, X={'RuggedAuto'}; Y={'Accident'}, X={'ThisCarCost'}; Y={'MakeModel'}, X={'OtherCarCost'}; Y={'OtherCarCost'}, X={'DrivQuality'}; Y={'ThisCarDam'}, X={'Mileage'}",41,46,100,43,57,0.43,43,0
insurance.bif,27,0.15,5,44,"Y={'Accident'}, X={'Age'}; Y={'AntiTheft'}, X={'DrivQuality'}; Y={'SeniorTrain'}, X={'CarValue', 'MakeModel'}",29,44,100,29,71,0.29,29,0
insurance.bif,27,0.15,6,53,"Y={'VehicleYear'}, X={'ThisCarCost', 'AntiTheft'}; Y={'ThisCarDam'}, X={'ILiCost'}; Y={'DrivQuality'}, X={'SocioEcon', 'DrivingSkill'}",36,53,100,29,71,0.29,29,0
insurance.bif,27,0.15,7,63,"Y={'VehicleYear'}, X={'PropCost', 'Age'}; Y={'GoodStudent'}, X={'VehicleYear'}",25,63,100,35,65,0.35,35,0
insurance.bif,27,0.15,8,47,"Y={'HomeBase'}, X={'SeniorTrain', 'Airbag', 'Cushioning'}",13,47,100,30,70,0.3,30,0
insurance.bif,27,0.15,9,53,"Y={'MakeModel'}, X={'ThisCarCost', 'RiskAversion', 'SeniorTrain'}",15,53,100,33,67,0.33,33,0
insurance.bif,27,0.15,10,56,"Y={'RiskAversion'}, X={'OtherCarCost', 'Theft', 'OtherCar'}; Y={'AntiTheft'}, X={'Antilock', 'DrivQuality'}",16,56,100,39,61,0.39,39,0
insurance.bif,27,0.15,11,64,"Y={'Mileage'}, X={'ThisCarCost', 'Theft', 'VehicleYear'}; Y={'Antilock'}, X={'Mileage', 'Age'}",25,64,100,29,71,0.29,29,0
insurance.bif,27,0.15,12,51,"Y={'DrivingSkill'}, X={'SeniorTrain', 'SocioEcon'}",5,51,100,45,55,0.45,45,0
insurance.bif,27,0.15,13,48,"Y={'VehicleYear'}, X={'ThisCarDam', 'DrivQuality'}; Y={'MedCost'}, X={'RuggedAuto', 'DrivQuality'}",32,48,100,35,65,0.35,35,0
insurance.bif,27,0.15,14,60,"Y={'Cushioning'}, X={'PropCost', 'Antilock', 'SeniorTrain', 'OtherCarCost'}; Y={'Antilock'}, X={'PropCost', 'RiskAversion', 'OtherCar'}",31,60,100,37,63,0.37,37,0
insurance.bif,27,0.15,15,47,"Y={'DrivingSkill'}, X={'MedCost'}; Y={'Age'}, X={'Accident'}",24,47,100,32,68,0.32,32,0
insurance.bif,27,0.15,16,49,"Y={'Mileage'}, X={'HomeBase', 'VehicleYear', 'MakeModel', 'OtherCar'}; Y={'MakeModel'}, X={'SocioEcon', 'SeniorTrain'}",14,49,100,38,62,0.38,38,0
insurance.bif,27,0.15,17,56,"Y={'PropCost'}, X={'Accident', 'Cushioning', 'DrivQuality'}; Y={'MakeModel'}, X={'Theft'}; Y={'OtherCar'}, X={'AntiTheft'}; Y={'Mileage'}, X={'ThisCarCost', 'CarValue', 'DrivQuality'}",49,56,100,35,65,0.35,35,0
insurance.bif,27,0.15,18,53,"Y={'Age'}, X={'Cushioning', 'OtherCar'}; Y={'ILiCost'}, X={'OtherCarCost'}; Y={'RuggedAuto'}, X={'SeniorTrain', 'Accident'}",38,53,100,44,56,0.44,44,0
insurance.bif,27,0.15,19,49,"Y={'ILiCost'}, X={'Mileage'}; Y={'MedCost'}, X={'SocioEcon'}; Y={'DrivQuality'}, X={'Mileage', 'Airbag'}",42,49,100,29,71,0.29,29,0
insurance.bif,27,0.15,20,57,"Y={'GoodStudent'}, X={'SeniorTrain'}; Y={'Antilock'}, X={'ThisCarDam', 'MakeModel', 'MedCost'}",23,57,100,32,68,0.32,32,0
insurance.bif,27,0.15,21,58,"Y={'ThisCarDam'}, X={'Antilock', 'GoodStudent'}; Y={'Age'}, X={'AntiTheft'}; Y={'OtherCarCost'}, X={'Theft', 'MedCost'}",40,58,100,26,74,0.26,26,0
insurance.bif,27,0.15,22,55,"Y={'ILiCost'}, X={'ThisCarDam', 'MedCost'}; Y={'ThisCarCost'}, X={'MedCost', 'OtherCar', 'VehicleYear'}",47,55,100,36,64,0.36,36,0
insurance.bif,27,0.15,23,52,"Y={'ThisCarCost'}, X={'AntiTheft', 'Theft'}",47,52,100,32,68,0.32,32,0
insurance.bif,27,0.15,24,47,"Y={'GoodStudent'}, X={'PropCost', 'ThisCarDam', 'SocioEcon', 'VehicleYear'}; Y={'AntiTheft'}, X={'Antilock', 'DrivHist', 'OtherCar'}",17,47,100,36,64,0.36,36,0
insurance.bif,27,0.15,25,58,"Y={'SocioEcon'}, X={'Airbag', 'GoodStudent'}; Y={'GoodStudent'}, X={'ILiCost', 'MedCost'}",11,58,100,29,71,0.29,29,0
insurance.bif,27,0.15,26,45,"Y={'Mileage'}, X={'Antilock'}; Y={'Antilock'}, X={'SocioEcon', 'OtherCarCost'}; Y={'CarValue'}, X={'Antilock', 'DrivHist'}",18,45,100,26,74,0.26,26,0
insurance.bif,27,0.15,27,58,"Y={'HomeBase'}, X={'Theft', 'SeniorTrain', 'MakeModel'}; Y={'PropCost'}, X={'AntiTheft', 'Theft'}; Y={'ILiCost'}, X={'HomeBase', 'OtherCarCost'}",53,58,100,32,68,0.32,32,0
insurance.bif,27,0.15,28,60,"Y={'Mileage'}, X={'SocioEcon', 'DrivQuality'}; Y={'ThisCarCost'}, X={'Mileage', 'RiskAversion', 'SocioEcon', 'DrivingSkill'}; Y={'OtherCarCost'}, X={'ThisCarCost', 'AntiTheft', 'Cushioning', 'Accident', 'MakeModel'}",56,60,100,29,71,0.29,29,0
insurance.bif,27,0.15,29,62,"Y={'DrivingSkill'}, X={'RiskAversion', 'SocioEcon', 'OtherCar'}",17,62,100,25,75,0.25,25,0
insurance.bif,27,0.15,30,46,"Y={'RiskAversion'}, X={'Mileage', 'Theft', 'Age'}",6,46,100,46,54,0.46,46,0
insurance.bif,27,0.15,31,61,"Y={'Mileage'}, X={'SocioEcon', 'OtherCarCost'}; Y={'Age'}, X={'DrivQuality'}; Y={'MedCost'}, X={'SocioEcon'}",47,61,100,37,63,0.37,37,0
insurance.bif,27,0.15,32,47,"Y={'Antilock'}, X={'RiskAversion', 'ILiCost'}",17,47,100,24,76,0.24,24,0
insurance.bif,27,0.15,33,54,"Y={'DrivQuality'}, X={'RuggedAuto', 'MedCost'}; Y={'Mileage'}, X={'ThisCarDam', 'SocioEcon', 'Age'}",24,54,100,25,75,0.25,25,0
insurance.bif,27,0.15,34,50,"Y={'ILiCost'}, X={'RiskAversion', 'CarValue', 'DrivQuality'}; Y={'ThisCarDam'}, X={'Antilock', 'RuggedAuto', 'MedCost'}",36,50,100,33,67,0.33,33,0
insurance.bif,27,0.15,35,56,"Y={'RuggedAuto'}, X={'CarValue', 'MedCost'}",22,56,100,27,73,0.27,27,0
insurance.bif,27,0.15,36,56,"Y={'OtherCar'}, X={'DrivHist', 'MakeModel'}; Y={'Age'}, X={'Cushioning', 'DrivQuality'}; Y={'DrivHist'}, X={'DrivQuality'}; Y={'SocioEcon'}, X={'DrivHist', 'OtherCar'}",24,56,100,31,69,0.31,31,0
insurance.bif,27,0.15,37,40,"Y={'MakeModel'}, X={'Theft', 'DrivQuality', 'GoodStudent'}; Y={'Antilock'}, X={'RuggedAuto', 'HomeBase', 'DrivQuality'}",14,40,100,36,64,0.36,36,0
insurance.bif,27,0.15,38,54,"Y={'ILiCost'}, X={'ThisCarDam'}; Y={'DrivQuality'}, X={'PropCost', 'DrivHist'}",35,54,100,29,71,0.29,29,0
insurance.bif,27,0.15,39,53,"Y={'MedCost'}, X={'ThisCarDam', 'RuggedAuto', 'HomeBase'}; Y={'RuggedAuto'}, X={'Antilock', 'Theft'}",47,53,100,27,73,0.27,27,0
insurance.bif,27,0.15,40,54,"Y={'DrivQuality'}, X={'ThisCarCost', 'ThisCarDam', 'MakeModel'}; Y={'OtherCar'}, X={'HomeBase', 'GoodStudent'}",27,54,100,41,59,0.41,41,0
insurance.bif,27,0.15,41,60,"Y={'GoodStudent'}, X={'MedCost'}; Y={'RiskAversion'}, X={'Age', 'DrivingSkill', 'Cushioning', 'GoodStudent'}",20,60,100,30,70,0.3,30,0
insurance.bif,27,0.15,42,62,"Y={'MedCost'}, X={'Airbag'}; Y={'VehicleYear'}, X={'Antilock', 'AntiTheft', 'HomeBase'}",48,62,100,27,73,0.27,27,0
insurance.bif,27,0.15,43,50,"Y={'OtherCarCost'}, X={'RiskAversion', 'Cushioning'}",26,50,100,33,67,0.33,33,0
insurance.bif,27,0.15,44,58,"Y={'CarValue'}, X={'HomeBase', 'Cushioning'}",23,58,100,35,65,0.35,35,0
insurance.bif,27,0.15,45,68,"Y={'AntiTheft'}, X={'Age', 'CarValue', 'Accident', 'MakeModel'}",15,68,100,35,65,0.35,35,0
insurance.bif,27,0.15,46,47,"Y={'Age'}, X={'PropCost', 'VehicleYear'}; Y={'CarValue'}, X={'SocioEcon', 'ILiCost'}; Y={'ThisCarCost'}, X={'RiskAversion', 'HomeBase', 'OtherCarCost'}",44,47,100,35,65,0.35,35,0
insurance.bif,27,0.15,47,54,"Y={'GoodStudent'}, X={'RiskAversion', 'Airbag'}",9,54,100,23,77,0.23,23,0
insurance.bif,27,0.15,48,65,"Y={'MakeModel'}, X={'Mileage'}",15,65,100,26,74,0.26,26,0
insurance.bif,27,0.15,49,55,"Y={'OtherCarCost'}, X={'Accident', 'DrivQuality'}",35,55,100,28,72,0.28,28,0
insurance.bif,27,0.25,0,79,"Y={'GoodStudent'}, X={'PropCost', 'Antilock', 'CarValue', 'MakeModel'}; Y={'OtherCarCost'}, X={'DrivingSkill', 'VehicleYear'}; Y={'DrivQuality'}, X={'Age'}",62,79,100,22,78,0.22,22,0
insurance.bif,27,0.25,1,84,"Y={'SocioEcon'}, X={'PropCost', 'MedCost'}; Y={'ILiCost'}, X={'OtherCar', 'OtherCarCost'}",54,84,100,26,74,0.26,26,0
insurance.bif,27,0.25,2,83,"Y={'MedCost'}, X={'RuggedAuto'}; Y={'ILiCost'}, X={'Antilock', 'DrivQuality', 'MedCost'}",73,83,100,34,66,0.34,34,0
insurance.bif,27,0.25,3,79,"Y={'MakeModel'}, X={'DrivHist', 'DrivingSkill', 'Cushioning'}; Y={'ThisCarDam'}, X={'Mileage'}; Y={'ThisCarDam'}, X={'Antilock', 'Cushioning'}; Y={'ThisCarCost'}, X={'AntiTheft', 'Age'}",65,79,100,19,81,0.19,19,0
insurance.bif,27,0.25,4,94,"Y={'CarValue'}, X={'DrivHist', 'ThisCarDam', 'VehicleYear'}",36,94,100,24,76,0.24,24,0
insurance.bif,27,0.25,5,105,"Y={'MedCost'}, X={'DrivingSkill'}; Y={'ILiCost'}, X={'Mileage', 'Antilock', 'Cushioning'}",86,105,100,25,75,0.25,25,0
insurance.bif,27,0.25,6,73,"Y={'Accident'}, X={'Theft', 'RuggedAuto', 'MedCost'}",40,73,100,33,67,0.33,33,0
insurance.bif,27,0.25,7,95,"Y={'VehicleYear'}, X={'Mileage', 'Accident'}",16,95,100,28,72,0.28,28,0
insurance.bif,27,0.25,8,86,"Y={'RuggedAuto'}, X={'AntiTheft', 'ThisCarDam', 'Airbag', 'MedCost'}; Y={'ILiCost'}, X={'Antilock', 'OtherCar', 'HomeBase', 'VehicleYear'}; Y={'ThisCarCost'}, X={'VehicleYear'}",81,86,100,32,68,0.32,32,0
insurance.bif,27,0.25,9,88,"Y={'Antilock'}, X={'DrivingSkill', 'OtherCarCost'}; Y={'HomeBase'}, X={'AntiTheft', 'MakeModel'}; Y={'Antilock'}, X={'SocioEcon'}",44,88,100,26,74,0.26,26,0
insurance.bif,27,0.25,10,84,"Y={'Theft'}, X={'MedCost', 'ILiCost', 'GoodStudent', 'VehicleYear'}",47,84,100,24,76,0.24,24,0
insurance.bif,27,0.25,11,84,"Y={'MedCost'}, X={'AntiTheft', 'DrivingSkill'}; Y={'RuggedAuto'}, X={'ThisCarCost', 'CarValue'}; Y={'PropCost'}, X={'Accident'}; Y={'DrivingSkill'}, X={'MedCost'}; Y={'Theft'}, X={'Antilock', 'ILiCost', 'RuggedAuto', 'MakeModel'}",84,84,100,23,77,0.23,23,0
insurance.bif,27,0.25,12,77,"Y={'Age'}, X={'DrivHist', 'Accident'}; Y={'MedCost'}, X={'ThisCarDam', 'DrivQuality'}; Y={'AntiTheft'}, X={'ThisCarDam', 'SeniorTrain'}",57,77,100,31,69,0.31,31,0
insurance.bif,27,0.25,13,96,"Y={'Antilock'}, X={'Airbag'}",32,96,100,23,77,0.23,23,0
insurance.bif,27,0.25,14,100,"Y={'DrivHist'}, X={'AntiTheft', 'RiskAversion'}",27,100,100,28,72,0.28,28,0
insurance.bif,27,0.25,15,83,"Y={'RiskAversion'}, X={'CarValue', 'MedCost'}; Y={'PropCost'}, X={'ThisCarDam'}",72,83,100,31,69,0.31,31,0
insurance.bif,27,0.25,16,86,"Y={'Airbag'}, X={'PropCost', 'SocioEcon', 'AntiTheft', 'CarValue'}; Y={'Age'}, X={'OtherCar'}; Y={'DrivHist'}, X={'MakeModel'}",52,86,100,21,79,0.21,21,0
insurance.bif,27,0.25,17,93,"Y={'DrivingSkill'}, X={'SocioEcon', 'Accident'}; Y={'HomeBase'}, X={'RuggedAuto', 'GoodStudent'}; Y={'DrivQuality'}, X={'Cushioning', 'MakeModel', 'OtherCarCost'}; Y={'Age'}, X={'DrivQuality'}; Y={'Antilock'}, X={'MedCost', 'OtherCarCost'}",57,93,100,24,76,0.24,24,0
insurance.bif,27,0.25,18,87,"Y={'MedCost'}, X={'Airbag', 'DrivingSkill', 'GoodStudent'}; Y={'OtherCar'}, X={'AntiTheft'}",64,87,100,23,77,0.23,23,0
insurance.bif,27,0.25,19,89,"Y={'DrivQuality'}, X={'AntiTheft', 'DrivHist', 'ThisCarDam'}; Y={'DrivQuality'}, X={'PropCost', 'AntiTheft', 'MedCost'}",39,89,100,35,65,0.35,35,0
insurance.bif,27,0.25,20,88,"Y={'DrivHist'}, X={'ThisCarCost', 'SocioEcon', 'SeniorTrain', 'ILiCost'}; Y={'SocioEcon'}, X={'PropCost', 'SeniorTrain'}; Y={'ILiCost'}, X={'RiskAversion', 'ThisCarDam', 'HomeBase', 'MakeModel'}",66,88,100,25,75,0.25,25,0
insurance.bif,27,0.25,21,97,"Y={'VehicleYear'}, X={'AntiTheft', 'OtherCar'}; Y={'Antilock'}, X={'OtherCarCost', 'MedCost'}; Y={'ThisCarDam'}, X={'Mileage'}",60,97,100,24,76,0.24,24,0
insurance.bif,27,0.25,22,93,"Y={'Mileage'}, X={'OtherCarCost'}; Y={'Antilock'}, X={'SocioEcon'}",37,93,100,25,75,0.25,25,0
insurance.bif,27,0.25,23,83,"Y={'DrivQuality'}, X={'SeniorTrain'}",31,83,100,23,77,0.23,23,0
insurance.bif,27,0.25,24,82,"Y={'RuggedAuto'}, X={'ThisCarCost', 'Mileage'}; Y={'MedCost'}, X={'RuggedAuto', 'DrivQuality'}; Y={'VehicleYear'}, X={'SeniorTrain', 'CarValue'}",57,82,100,25,75,0.25,25,0
insurance.bif,27,0.25,25,92,"Y={'PropCost'}, X={'Theft'}",76,92,100,37,63,0.37,37,0
insurance.bif,27,0.25,26,92,"Y={'DrivQuality'}, X={'ILiCost'}; Y={'MedCost'}, X={'ILiCost'}",73,92,100,32,68,0.32,32,0
insurance.bif,27,0.25,27,88,"Y={'DrivHist'}, X={'GoodStudent', 'DrivQuality', 'OtherCar'}",35,88,100,28,72,0.28,28,0
insurance.bif,27,0.25,28,89,"Y={'Age'}, X={'OtherCar'}; Y={'VehicleYear'}, X={'OtherCar'}",24,89,100,31,69,0.31,31,0
insurance.bif,27,0.25,29,75,"Y={'Accident'}, X={'RuggedAuto'}",53,75,100,21,79,0.21,21,0
insurance.bif,27,0.25,30,87,"Y={'AntiTheft'}, X={'ThisCarCost', 'CarValue', 'OtherCar'}; Y={'AntiTheft'}, X={'VehicleYear'}",28,87,100,21,79,0.21,21,0
insurance.bif,27,0.25,31,96,"Y={'Age'}, X={'Accident'}; Y={'RiskAversion'}, X={'PropCost', 'Accident', 'VehicleYear'}",28,96,100,30,70,0.3,30,0
insurance.bif,27,0.25,32,74,"Y={'AntiTheft'}, X={'Age', 'VehicleYear'}; Y={'DrivQuality'}, X={'DrivHist'}; Y={'SocioEcon'}, X={'SeniorTrain', 'HomeBase', 'ILiCost', 'MedCost'}; Y={'GoodStudent'}, X={'AntiTheft'}",34,74,100,23,77,0.23,23,0
insurance.bif,27,0.25,33,87,"Y={'RiskAversion'}, X={'DrivingSkill'}; Y={'Age'}, X={'CarValue', 'DrivQuality'}; Y={'VehicleYear'}, X={'HomeBase', 'OtherCar'}",21,87,100,29,71,0.29,29,0
insurance.bif,27,0.25,34,80,"Y={'AntiTheft'}, X={'Theft', 'OtherCar'}; Y={'MakeModel'}, X={'Antilock', 'DrivHist'}; Y={'VehicleYear'}, X={'RiskAversion', 'SeniorTrain'}; Y={'CarValue'}, X={'ThisCarCost', 'Airbag'}",35,80,100,22,78,0.22,22,0
insurance.bif,27,0.25,35,96,"Y={'OtherCar'}, X={'AntiTheft', 'Accident'}",17,96,100,32,68,0.32,32,0
insurance.bif,27,0.25,36,92,"Y={'RiskAversion'}, X={'OtherCarCost', 'Antilock', 'DrivHist', 'VehicleYear'}; Y={'DrivQuality'}, X={'ThisCarDam'}",37,92,100,34,66,0.34,34,0
insurance.bif,27,0.25,37,85,"Y={'MedCost'}, X={'SocioEcon'}",67,85,100,31,69,0.31,31,0
insurance.bif,27,0.25,38,93,"Y={'MakeModel'}, X={'DrivHist'}",27,93,100,22,78,0.22,22,0
insurance.bif,27,0.25,39,91,"Y={'Age'}, X={'MakeModel'}; Y={'MedCost'}, X={'GoodStudent'}; Y={'Mileage'}, X={'Theft', 'VehicleYear'}; Y={'MedCost'}, X={'SocioEcon'}",67,91,100,20,80,0.2,20,0
insurance.bif,27,0.25,40,82,"Y={'Mileage'}, X={'RiskAversion', 'SeniorTrain', 'MakeModel', 'VehicleYear'}; Y={'DrivHist'}, X={'Age', 'Airbag', 'OtherCarCost'}",36,82,100,17,83,0.17,17,0
insurance.bif,27,0.25,41,86,"Y={'Antilock'}, X={'Mileage', 'RuggedAuto', 'OtherCarCost'}; Y={'Theft'}, X={'AntiTheft', 'Cushioning', 'VehicleYear'}",51,86,100,22,78,0.22,22,0
insurance.bif,27,0.25,42,108,"Y={'ILiCost'}, X={'MedCost', 'SocioEcon', 'OtherCarCost'}; Y={'OtherCar'}, X={'SeniorTrain', 'VehicleYear'}",83,108,100,22,78,0.22,22,0
insurance.bif,27,0.25,43,88,"Y={'MedCost'}, X={'Antilock', 'SocioEcon', 'OtherCar'}",63,88,100,30,70,0.3,30,0
insurance.bif,27,0.25,44,100,"Y={'Mileage'}, X={'RiskAversion', 'SeniorTrain', 'MedCost'}; Y={'HomeBase'}, X={'SeniorTrain', 'Airbag', 'OtherCar'}; Y={'Cushioning'}, X={'ThisCarDam'}",60,100,100,25,75,0.25,25,0
insurance.bif,27,0.25,45,92,"Y={'GoodStudent'}, X={'MedCost'}; Y={'VehicleYear'}, X={'Mileage', 'MedCost'}; Y={'MedCost'}, X={'RiskAversion', 'ThisCarDam', 'DrivQuality'}",65,92,100,20,80,0.2,20,0
insurance.bif,27,0.25,46,81,"Y={'VehicleYear'}, X={'Mileage', 'HomeBase', 'OtherCar'}; Y={'ThisCarDam'}, X={'Cushioning'}",55,81,100,35,65,0.35,35,0
insurance.bif,27,0.25,47,89,"Y={'MedCost'}, X={'RiskAversion', 'Airbag'}; Y={'MedCost'}, X={'Theft', 'RuggedAuto'}; Y={'Age'}, X={'MakeModel'}; Y={'Cushioning'}, X={'MakeModel'}",68,89,100,33,67,0.33,33,0
insurance.bif,27,0.25,48,85,"Y={'Age'}, X={'RuggedAuto', 'Airbag', 'DrivQuality'}; Y={'RuggedAuto'}, X={'ThisCarCost'}",37,85,100,23,77,0.23,23,0
insurance.bif,27,0.25,49,75,"Y={'DrivQuality'}, X={'DrivHist', 'Theft'}; Y={'AntiTheft'}, X={'SeniorTrain', 'VehicleYear'}; Y={'MakeModel'}, X={'RiskAversion', 'SocioEcon', 'GoodStudent'}",36,75,100,40,60,0.4,40,0
insurance.bif,27,0.35,0,135,"Y={'ILiCost'}, X={'MedCost'}; Y={'DrivQuality'}, X={'SocioEcon', 'HomeBase'}; Y={'AntiTheft'}, X={'Theft', 'OtherCar'}",100,135,100,17,83,0.17,17,0
insurance.bif,27,0.35,1,130,"Y={'VehicleYear'}, X={'Cushioning'}",39,130,100,18,82,0.18,18,0
insurance.bif,27,0.35,2,131,"Y={'MakeModel'}, X={'ThisCarDam', 'HomeBase', 'Theft'}; Y={'MakeModel'}, X={'ThisCarCost', 'HomeBase', 'OtherCarCost'}",30,131,100,29,71,0.29,29,0
insurance.bif,27,0.35,3,125,"Y={'ThisCarCost'}, X={'SeniorTrain', 'Accident'}; Y={'GoodStudent'}, X={'AntiTheft'}; Y={'CarValue'}, X={'ThisCarDam'}",100,125,100,22,78,0.22,22,0
insurance.bif,27,0.35,4,118,"Y={'Accident'}, X={'ThisCarCost', 'SeniorTrain'}",66,118,100,22,78,0.22,22,0
insurance.bif,27,0.35,5,134,"Y={'AntiTheft'}, X={'HomeBase', 'MedCost'}; Y={'Accident'}, X={'PropCost', 'DrivingSkill'}",77,134,100,22,78,0.22,22,0
insurance.bif,27,0.35,6,115,"Y={'MakeModel'}, X={'Airbag', 'DrivQuality'}",26,115,100,26,74,0.26,26,0
insurance.bif,27,0.35,7,126,"Y={'Theft'}, X={'MakeModel'}",75,126,100,28,72,0.28,28,0
insurance.bif,27,0.35,8,123,"Y={'DrivQuality'}, X={'AntiTheft', 'MakeModel', 'OtherCar'}",45,123,100,16,84,0.16,16,0
insurance.bif,27,0.35,9,123,"Y={'VehicleYear'}, X={'AntiTheft', 'Cushioning'}",41,123,100,25,75,0.25,25,0
insurance.bif,27,0.35,10,119,"Y={'RuggedAuto'}, X={'Accident', 'GoodStudent'}; Y={'CarValue'}, X={'RiskAversion', 'OtherCar'}; Y={'HomeBase'}, X={'ThisCarCost', 'CarValue'}",55,119,100,29,71,0.29,29,0
insurance.bif,27,0.35,11,127,"Y={'Cushioning'}, X={'AntiTheft', 'Age', 'HomeBase'}; Y={'PropCost'}, X={'ThisCarDam', 'SeniorTrain'}",119,127,100,26,74,0.26,26,0
insurance.bif,27,0.35,12,126,"Y={'PropCost'}, X={'RiskAversion', 'RuggedAuto'}; Y={'PropCost'}, X={'CarValue'}",119,126,100,21,79,0.21,21,0
insurance.bif,27,0.35,13,125,"Y={'VehicleYear'}, X={'RiskAversion', 'Age', 'DrivQuality'}; Y={'SeniorTrain'}, X={'ThisCarCost', 'HomeBase', 'OtherCarCost'}",45,125,100,30,70,0.3,30,0
insurance.bif,27,0.35,14,118,"Y={'ThisCarDam'}, X={'Antilock', 'Age', 'CarValue', 'Mileage'}; Y={'ThisCarDam'}, X={'PropCost', 'CarValue', 'Cushioning'}; Y={'Antilock'}, X={'OtherCarCost'}",90,118,100,23,77,0.23,23,0
insurance.bif,27,0.35,15,127,"Y={'DrivQuality'}, X={'DrivHist'}",57,127,100,23,77,0.23,23,0
insurance.bif,27,0.35,16,124,"Y={'DrivQuality'}, X={'Antilock', 'VehicleYear'}; Y={'Age'}, X={'AntiTheft'}",48,124,100,26,74,0.26,26,0
