graph,n_vars,p_conf,sim,n_confounders,query,n_R_theta,n_R_theta_star,n_experiments,n_useless,n_useful,fraction_pruned,id_pruned,blocked_pruned
child.bif,20,0.25,4,60,"Y={'HypDistrib'}, X={'HypoxiaInO2'}; Y={'Grunting'}, X={'GruntingReport', 'Age', 'LVHreport'}",38,60,100,36,64,0.36,36,0
child.bif,20,0.25,5,49,"Y={'Sick'}, X={'LungParench'}; Y={'HypoxiaInO2'}, X={'Disease', 'LVH', 'LungParench'}",24,49,100,32,68,0.32,32,0
child.bif,20,0.25,6,53,"Y={'LowerBodyO2'}, X={'CardiacMixing', 'LVH'}; Y={'Age'}, X={'HypoxiaInO2', 'LowerBodyO2', 'ChestXray', 'LungParench'}",41,53,100,34,66,0.34,34,0
child.bif,20,0.25,7,49,"Y={'Grunting'}, X={'Age', 'ChestXray'}",24,49,100,27,73,0.27,27,0
child.bif,20,0.25,8,45,"Y={'BirthAsphyxia'}, X={'CardiacMixing', 'LungFlow'}; Y={'Age'}, X={'XrayReport', 'BirthAsphyxia'}",13,45,100,47,53,0.47,47,0
child.bif,20,0.25,9,51,"Y={'HypoxiaInO2'}, X={'XrayReport', 'HypDistrib'}; Y={'RUQO2'}, X={'CardiacMixing', 'CO2'}",26,51,100,33,67,0.33,33,0
child.bif,20,0.25,10,51,"Y={'LungFlow'}, X={'LVH'}; Y={'BirthAsphyxia'}, X={'LVHreport', 'Age'}; Y={'Age'}, X={'Grunting', 'Sick', 'LVH'}",18,51,100,36,64,0.36,36,0
child.bif,20,0.25,11,43,"Y={'CardiacMixing'}, X={'Sick', 'DuctFlow'}",16,43,100,47,53,0.47,47,0
child.bif,20,0.25,12,45,"Y={'LowerBodyO2'}, X={'DuctFlow'}; Y={'BirthAsphyxia'}, X={'LVH'}; Y={'HypDistrib'}, X={'HypoxiaInO2'}",28,45,100,29,71,0.29,29,0
child.bif,20,0.25,13,52,"Y={'Age'}, X={'CardiacMixing', 'Grunting'}; Y={'Disease'}, X={'HypoxiaInO2', 'Sick'}; Y={'LungFlow'}, X={'GruntingReport', 'BirthAsphyxia', 'Age', 'DuctFlow'}",23,52,100,51,49,0.51,51,0
child.bif,20,0.25,14,52,"Y={'Grunting'}, X={'ChestXray'}; Y={'CO2'}, X={'HypoxiaInO2'}; Y={'Sick'}, X={'BirthAsphyxia', 'LVH', 'LungFlow'}; Y={'LVHreport'}, X={'Sick', 'RUQO2', 'Disease'}",34,52,100,41,59,0.41,41,0
child.bif,20,0.25,15,50,"Y={'CardiacMixing'}, X={'LowerBodyO2', 'LungFlow'}; Y={'HypoxiaInO2'}, X={'CO2', 'LVH'}",23,50,100,52,48,0.52,52,0
child.bif,20,0.25,16,60,"Y={'LungParench'}, X={'LowerBodyO2'}",20,60,100,37,63,0.37,37,0
child.bif,20,0.25,17,57,"Y={'Disease'}, X={'HypDistrib', 'ChestXray'}; Y={'DuctFlow'}, X={'LVHreport', 'BirthAsphyxia', 'HypDistrib', 'LungFlow'}",17,57,100,33,67,0.33,33,0
child.bif,20,0.25,18,38,"Y={'Disease'}, X={'Grunting'}; Y={'Age'}, X={'GruntingReport', 'LungFlow', 'LVHreport'}",16,38,100,39,61,0.39,39,0
child.bif,20,0.25,19,47,"Y={'DuctFlow'}, X={'Sick', 'LVH', 'Disease', 'LowerBodyO2', 'Age', 'LungFlow', 'CardiacMixing'}; Y={'LungFlow'}, X={'XrayReport', 'GruntingReport', 'Sick'}; Y={'CardiacMixing'}, X={'LVHreport', 'RUQO2', 'DuctFlow'}; Y={'LungFlow'}, X={'CardiacMixing'}",23,47,100,32,68,0.32,32,0
child.bif,20,0.25,20,45,"Y={'XrayReport'}, X={'LungFlow'}; Y={'CO2'}, X={'HypoxiaInO2', 'Disease'}",23,45,100,33,67,0.33,33,0
child.bif,20,0.25,21,46,"Y={'Sick'}, X={'GruntingReport', 'RUQO2', 'LVH', 'XrayReport'}",17,46,100,38,62,0.38,38,0
child.bif,20,0.25,22,56,"Y={'BirthAsphyxia'}, X={'RUQO2', 'DuctFlow'}; Y={'Disease'}, X={'CO2', 'LVH'}",12,56,100,39,61,0.39,39,0
child.bif,20,0.25,23,64,"Y={'RUQO2'}, X={'LungParench'}; Y={'LowerBodyO2'}, X={'RUQO2', 'DuctFlow', 'HypDistrib'}; Y={'LVHreport'}, X={'Disease', 'HypDistrib', 'CO2Report'}",42,64,100,35,65,0.35,35,0
child.bif,20,0.25,24,54,"Y={'LowerBodyO2'}, X={'RUQO2'}; Y={'LungParench'}, X={'CO2Report'}; Y={'Sick'}, X={'CardiacMixing', 'DuctFlow'}",42,54,100,38,62,0.38,38,0
child.bif,20,0.25,25,47,"Y={'LVH'}, X={'CardiacMixing'}; Y={'HypoxiaInO2'}, X={'RUQO2', 'DuctFlow', 'ChestXray', 'LVH'}",25,47,100,44,56,0.44,44,0
child.bif,20,0.25,26,51,"Y={'Age'}, X={'BirthAsphyxia'}; Y={'CardiacMixing'}, X={'Age', 'ChestXray'}",22,51,100,34,66,0.34,34,0
child.bif,20,0.25,27,47,"Y={'LungFlow'}, X={'XrayReport'}; Y={'DuctFlow'}, X={'CardiacMixing', 'Sick'}",15,47,100,58,42,0.58,58,0
child.bif,20,0.25,28,51,"Y={'LungParench'}, X={'XrayReport', 'CardiacMixing'}",18,51,100,24,76,0.24,24,0
child.bif,20,0.25,29,49,"Y={'LungFlow'}, X={'Sick', 'DuctFlow'}; Y={'LungParench'}, X={'CardiacMixing', 'RUQO2'}; Y={'Sick'}, X={'GruntingReport', 'LVHreport', 'CO2Report'}",20,49,100,35,65,0.35,35,0
child.bif,20,0.25,30,56,"Y={'LungFlow'}, X={'XrayReport', 'CardiacMixing'}; Y={'LVH'}, X={'GruntingReport', 'HypoxiaInO2', 'Age', 'ChestXray'}; Y={'CardiacMixing'}, X={'Sick', 'CO2Report'}; Y={'DuctFlow'}, X={'Grunting', 'Age', 'LVH', 'LungFlow'}",29,56,100,32,68,0.32,32,0
child.bif,20,0.25,31,39,"Y={'LungParench'}, X={'GruntingReport', 'Grunting', 'LungFlow'}",12,38,100,48,52,0.48,48,0
child.bif,20,0.25,32,38,"Y={'Grunting'}, X={'Age', 'CO2', 'CO2Report'}; Y={'LungFlow'}, X={'Sick'}; Y={'LungParench'}, X={'CardiacMixing', 'BirthAsphyxia', 'Sick'}",18,38,100,46,54,0.46,46,0
child.bif,20,0.25,33,53,"Y={'HypDistrib'}, X={'HypoxiaInO2'}; Y={'LungFlow'}, X={'Age', 'LVH'}; Y={'DuctFlow'}, X={'Grunting', 'LungFlow'}",30,53,100,45,55,0.45,45,0
child.bif,20,0.25,34,46,"Y={'HypoxiaInO2'}, X={'LungParench', 'HypDistrib', 'CO2'}; Y={'LowerBodyO2'}, X={'CardiacMixing', 'DuctFlow'}; Y={'CO2'}, X={'XrayReport', 'Grunting', 'LVH', 'LungParench', 'GruntingReport'}",30,46,100,36,64,0.36,36,0
child.bif,20,0.25,35,41,"Y={'DuctFlow'}, X={'CardiacMixing'}; Y={'Age'}, X={'Disease', 'LVH', 'LungFlow'}",17,41,100,40,60,0.4,40,0
child.bif,20,0.25,36,49,"Y={'Grunting'}, X={'CardiacMixing', 'Age', 'DuctFlow', 'LVH'}",21,49,100,47,53,0.47,47,0
child.bif,20,0.25,37,52,"Y={'ChestXray'}, X={'Disease'}; Y={'Sick'}, X={'HypoxiaInO2', 'LVH'}; Y={'Sick'}, X={'GruntingReport', 'BirthAsphyxia'}",27,52,100,47,53,0.47,47,0
child.bif,20,0.25,38,46,"Y={'Grunting'}, X={'Disease'}; Y={'LungFlow'}, X={'LVH', 'LungParench'}; Y={'Disease'}, X={'HypDistrib'}; Y={'LowerBodyO2'}, X={'LungParench'}; Y={'Disease'}, X={'ChestXray'}; Y={'RUQO2'}, X={'CardiacMixing', 'Age'}",38,46,100,48,52,0.48,48,0
child.bif,20,0.25,39,39,"Y={'LVH'}, X={'CardiacMixing', 'HypoxiaInO2'}; Y={'LungParench'}, X={'XrayReport'}",13,39,100,48,52,0.48,48,0
child.bif,20,0.25,40,45,"Y={'CO2'}, X={'XrayReport', 'ChestXray'}; Y={'CardiacMixing'}, X={'Grunting', 'Sick', 'LungParench'}; Y={'CardiacMixing'}, X={'XrayReport', 'ChestXray', 'LowerBodyO2'}",20,45,100,52,48,0.52,52,0
child.bif,20,0.25,41,54,"Y={'ChestXray'}, X={'HypoxiaInO2', 'LowerBodyO2', 'Grunting'}; Y={'Sick'}, X={'CardiacMixing', 'RUQO2'}; Y={'LVH'}, X={'GruntingReport', 'DuctFlow', 'LungParench'}",33,54,100,46,54,0.46,46,0
child.bif,20,0.25,42,42,"Y={'CardiacMixing'}, X={'BirthAsphyxia', 'LVH', 'CO2Report'}; Y={'LungFlow'}, X={'XrayReport', 'LVH'}; Y={'CardiacMixing'}, X={'LowerBodyO2', 'LVH'}",10,42,100,46,54,0.46,46,0
child.bif,20,0.25,43,51,"Y={'Sick'}, X={'GruntingReport', 'HypoxiaInO2', 'DuctFlow'}; Y={'HypoxiaInO2'}, X={'CardiacMixing', 'RUQO2', 'HypDistrib'}",22,51,100,39,61,0.39,39,0
child.bif,20,0.25,44,52,"Y={'CardiacMixing'}, X={'DuctFlow', 'Age', 'CO2'}; Y={'LungParench'}, X={'BirthAsphyxia', 'HypDistrib', 'CO2Report'}; Y={'Disease'}, X={'ChestXray'}; Y={'LungParench'}, X={'XrayReport', 'DuctFlow'}",21,52,100,43,57,0.43,43,0
child.bif,20,0.25,45,51,"Y={'LungFlow'}, X={'ChestXray', 'Age', 'CO2Report', 'LungParench'}",15,51,100,29,71,0.29,29,0
child.bif,20,0.25,46,65,"Y={'CardiacMixing'}, X={'HypoxiaInO2', 'Grunting', 'Age', 'GruntingReport', 'BirthAsphyxia'}; Y={'BirthAsphyxia'}, X={'Age', 'CO2'}; Y={'LungFlow'}, X={'CardiacMixing'}",26,65,100,37,63,0.37,37,0
child.bif,20,0.25,47,46,"Y={'LowerBodyO2'}, X={'Grunting', 'RUQO2', 'HypoxiaInO2'}; Y={'Sick'}, X={'GruntingReport'}",29,46,100,49,51,0.49,49,0
child.bif,20,0.25,48,52,"Y={'BirthAsphyxia'}, X={'CO2', 'LungParench'}; Y={'Disease'}, X={'Sick', 'HypDistrib', 'Age', 'CO2Report', 'GruntingReport'}; Y={'CardiacMixing'}, X={'LVH'}",17,52,100,46,54,0.46,46,0
child.bif,20,0.25,49,45,"Y={'LowerBodyO2'}, X={'CardiacMixing', 'LungParench'}; Y={'DuctFlow'}, X={'CardiacMixing'}",22,45,100,24,76,0.24,24,0
child.bif,20,0.35,0,69,"Y={'CO2'}, X={'HypoxiaInO2'}; Y={'Sick'}, X={'Grunting', 'LungFlow'}",34,69,100,29,71,0.29,29,0
child.bif,20,0.35,1,62,"Y={'ChestXray'}, X={'HypoxiaInO2', 'Disease', 'CO2Report'}",15,62,100,33,67,0.33,33,0
child.bif,20,0.35,2,65,"Y={'LungParench'}, X={'DuctFlow', 'LVH', 'Age'}; Y={'RUQO2'}, X={'LungParench'}",36,65,100,41,59,0.41,41,0
child.bif,20,0.35,3,65,"Y={'Disease'}, X={'GruntingReport', 'Grunting', 'CO2', 'Age'}; Y={'BirthAsphyxia'}, X={'Age', 'ChestXray', 'CO2'}",10,65,100,33,67,0.33,33,0
child.bif,20,0.35,4,74,"Y={'LungParench'}, X={'Sick'}",16,74,100,34,66,0.34,34,0
child.bif,20,0.35,5,73,"Y={'LungParench'}, X={'RUQO2', 'LVH'}; Y={'ChestXray'}, X={'Disease', 'LungFlow', 'HypDistrib', 'CO2'}",25,73,100,34,66,0.34,34,0
child.bif,20,0.35,6,71,"Y={'ChestXray'}, X={'GruntingReport', 'Disease'}; Y={'LungFlow'}, X={'XrayReport', 'GruntingReport', 'LVH'}",30,71,100,23,77,0.23,23,0
child.bif,20,0.35,7,73,"Y={'CO2'}, X={'BirthAsphyxia', 'ChestXray'}; Y={'CardiacMixing'}, X={'Sick', 'LVH', 'LungFlow'}; Y={'Sick'}, X={'LVH'}",34,73,100,31,69,0.31,31,0
child.bif,20,0.35,8,61,"Y={'XrayReport'}, X={'Grunting', 'DuctFlow', 'LVH', 'LungParench'}; Y={'Sick'}, X={'CardiacMixing', 'HypoxiaInO2'}; Y={'XrayReport'}, X={'LungFlow'}",32,61,100,45,55,0.45,45,0
child.bif,20,0.35,9,63,"Y={'Sick'}, X={'XrayReport', 'Disease', 'CO2Report', 'LungParench'}",5,63,100,40,60,0.4,40,0
child.bif,20,0.35,10,69,"Y={'LungFlow'}, X={'GruntingReport', 'DuctFlow'}; Y={'RUQO2'}, X={'LowerBodyO2'}",41,69,100,35,65,0.35,35,0
child.bif,20,0.35,11,60,"Y={'DuctFlow'}, X={'LowerBodyO2'}; Y={'BirthAsphyxia'}, X={'LVHreport', 'Age', 'LungParench'}",14,60,100,38,62,0.38,38,0
child.bif,20,0.35,12,65,"Y={'Sick'}, X={'Grunting', 'Age', 'LVH'}",21,65,100,36,64,0.36,36,0
child.bif,20,0.35,13,64,"Y={'Age'}, X={'LVHreport', 'CardiacMixing', 'HypDistrib'}; Y={'CardiacMixing'}, X={'Age', 'LowerBodyO2', 'LungFlow'}",29,64,100,30,70,0.3,30,0
child.bif,20,0.35,14,64,"Y={'Disease'}, X={'Grunting', 'ChestXray'}; Y={'ChestXray'}, X={'HypoxiaInO2', 'BirthAsphyxia'}; Y={'HypDistrib'}, X={'HypoxiaInO2', 'LVH'}",44,64,100,41,59,0.41,41,0
child.bif,20,0.35,15,63,"Y={'BirthAsphyxia'}, X={'DuctFlow'}; Y={'LVH'}, X={'Sick', 'CO2'}",19,63,100,30,70,0.3,30,0
child.bif,20,0.35,16,75,"Y={'HypoxiaInO2'}, X={'Grunting'}; Y={'XrayReport'}, X={'HypoxiaInO2', 'LungParench'}; Y={'CO2'}, X={'HypoxiaInO2', 'ChestXray', 'CO2Report'}",52,75,100,32,68,0.32,32,0
child.bif,20,0.35,17,59,"Y={'CardiacMixing'}, X={'BirthAsphyxia', 'Age'}; Y={'DuctFlow'}, X={'CardiacMixing'}",27,59,100,36,64,0.36,36,0
child.bif,20,0.35,18,72,"Y={'LVH'}, X={'CardiacMixing'}; Y={'Age'}, X={'Disease', 'BirthAsphyxia', 'CO2'}",28,72,100,35,65,0.35,35,0
child.bif,20,0.35,19,66,"Y={'LungFlow'}, X={'LVHreport', 'BirthAsphyxia', 'Age'}; Y={'CardiacMixing'}, X={'RUQO2', 'LowerBodyO2'}",30,66,100,28,72,0.28,28,0
child.bif,20,0.35,20,60,"Y={'LungParench'}, X={'LowerBodyO2'}",17,60,100,37,63,0.37,37,0
child.bif,20,0.35,21,62,"Y={'LungParench'}, X={'RUQO2', 'LVH'}; Y={'LungParench'}, X={'Sick'}; Y={'LungParench'}, X={'GruntingReport', 'HypoxiaInO2', 'CO2Report'}; Y={'Disease'}, X={'Grunting', 'CO2'}",16,62,100,29,71,0.29,29,0
child.bif,20,0.35,22,66,"Y={'BirthAsphyxia'}, X={'CO2', 'LungParench'}; Y={'LungParench'}, X={'CardiacMixing'}",16,66,100,38,62,0.38,38,0
child.bif,20,0.35,23,77,"Y={'DuctFlow'}, X={'BirthAsphyxia'}; Y={'DuctFlow'}, X={'LowerBodyO2', 'LungParench'}; Y={'GruntingReport'}, X={'Sick', 'CO2'}",43,77,100,25,75,0.25,25,0
child.bif,20,0.35,24,55,"Y={'Age'}, X={'CardiacMixing', 'LungFlow'}; Y={'LungParench'}, X={'XrayReport', 'Disease', 'CO2'}; Y={'ChestXray'}, X={'Sick', 'CO2', 'LungFlow', 'LungParench'}; Y={'LungParench'}, X={'CardiacMixing', 'CO2', 'LungFlow'}",29,55,100,29,71,0.29,29,0
child.bif,20,0.35,25,81,"Y={'GruntingReport'}, X={'Sick', 'LungParench'}; Y={'XrayReport'}, X={'LungFlow'}",49,81,100,31,69,0.31,31,0
child.bif,20,0.35,26,66,"Y={'Sick'}, X={'GruntingReport', 'LungParench'}; Y={'LVH'}, X={'XrayReport', 'CardiacMixing', 'Grunting', 'LVHreport'}",22,66,100,37,63,0.37,37,0
child.bif,20,0.35,27,62,"Y={'CardiacMixing'}, X={'CO2', 'LungFlow'}; Y={'ChestXray'}, X={'Grunting', 'CO2'}; Y={'LVH'}, X={'Sick', 'LungFlow'}",39,62,100,31,69,0.31,31,0
child.bif,20,0.35,28,60,"Y={'HypDistrib'}, X={'HypoxiaInO2'}; Y={'Age'}, X={'DuctFlow'}",28,60,100,35,65,0.35,35,0
child.bif,20,0.35,29,82,"Y={'BirthAsphyxia'}, X={'LVH'}; Y={'CardiacMixing'}, X={'Age'}; Y={'CardiacMixing'}, X={'LungFlow'}; Y={'CardiacMixing'}, X={'BirthAsphyxia', 'RUQO2', 'LVH'}",27,82,100,25,75,0.25,25,0
child.bif,20,0.35,30,74,"Y={'BirthAsphyxia'}, X={'DuctFlow'}; Y={'DuctFlow'}, X={'BirthAsphyxia', 'Sick', 'ChestXray'}; Y={'LowerBodyO2'}, X={'Grunting', 'LungParench'}",42,74,100,37,63,0.37,37,0
child.bif,20,0.35,31,69,"Y={'CO2'}, X={'Grunting'}",23,69,100,37,63,0.37,37,0
child.bif,20,0.35,32,65,"Y={'LungParench'}, X={'HypoxiaInO2', 'LowerBodyO2'}; Y={'BirthAsphyxia'}, X={'Sick'}",21,65,100,29,71,0.29,29,0
child.bif,20,0.35,33,64,"Y={'Disease'}, X={'Grunting', 'LVH', 'LowerBodyO2', 'CardiacMixing'}",17,64,100,36,64,0.36,36,0
child.bif,20,0.35,34,73,"Y={'Disease'}, X={'HypDistrib'}",11,73,100,38,62,0.38,38,0
child.bif,20,0.35,35,68,"Y={'HypoxiaInO2'}, X={'GruntingReport', 'Grunting', 'Sick', 'HypDistrib'}; Y={'LungParench'}, X={'XrayReport'}",27,68,100,37,63,0.37,37,0
child.bif,20,0.35,36,59,"Y={'Age'}, X={'BirthAsphyxia', 'RUQO2', 'LVH'}; Y={'Grunting'}, X={'RUQO2', 'ChestXray'}",29,59,100,36,64,0.36,36,0
child.bif,20,0.35,37,65,"Y={'LVH'}, X={'Age'}; Y={'BirthAsphyxia'}, X={'Age'}; Y={'LungParench'}, X={'BirthAsphyxia', 'Sick'}",23,65,100,48,52,0.48,48,0
child.bif,20,0.35,38,64,"Y={'Sick'}, X={'LungFlow'}; Y={'LungParench'}, X={'XrayReport', 'CO2'}",20,64,100,45,55,0.45,45,0
child.bif,20,0.35,39,62,"Y={'BirthAsphyxia'}, X={'HypoxiaInO2', 'LVH'}",6,62,100,32,68,0.32,32,0
child.bif,20,0.35,40,69,"Y={'CardiacMixing'}, X={'RUQO2'}; Y={'ChestXray'}, X={'Disease'}",36,69,100,39,61,0.39,39,0
child.bif,20,0.35,41,66,"Y={'LVH'}, X={'DuctFlow'}; Y={'GruntingReport'}, X={'Sick'}; Y={'Grunting'}, X={'HypoxiaInO2', 'ChestXray'}",36,66,100,33,67,0.33,33,0
child.bif,20,0.35,42,85,"Y={'Age'}, X={'CardiacMixing'}; Y={'Age'}, X={'LVH'}; Y={'Age'}, X={'CardiacMixing', 'LVH'}",34,85,100,33,67,0.33,33,0
child.bif,20,0.35,43,63,"Y={'DuctFlow'}, X={'RUQO2', 'Sick'}; Y={'CO2'}, X={'LVHreport', 'Grunting', 'HypDistrib'}; Y={'LungParench'}, X={'RUQO2'}",27,63,100,38,62,0.38,38,0
child.bif,20,0.35,44,73,"Y={'Grunting'}, X={'LVHreport', 'CO2'}; Y={'Grunting'}, X={'Disease', 'LungParench'}",40,73,100,35,65,0.35,35,0
child.bif,20,0.35,45,60,"Y={'Sick'}, X={'GruntingReport', 'BirthAsphyxia', 'CO2Report'}; Y={'LungFlow'}, X={'CO2', 'LungParench'}",25,60,100,42,58,0.42,42,0
child.bif,20,0.35,46,69,"Y={'LungParench'}, X={'XrayReport', 'CardiacMixing'}; Y={'Grunting'}, X={'Age'}",34,69,100,28,72,0.28,28,0
child.bif,20,0.35,47,65,"Y={'BirthAsphyxia'}, X={'RUQO2', 'Sick', 'LowerBodyO2'}; Y={'DuctFlow'}, X={'Age', 'LungFlow'}",16,65,100,40,60,0.4,40,0
child.bif,20,0.35,48,72,"Y={'BirthAsphyxia'}, X={'LungFlow'}; Y={'Grunting'}, X={'ChestXray', 'LungFlow'}",39,72,100,35,65,0.35,35,0
child.bif,20,0.35,49,71,"Y={'BirthAsphyxia'}, X={'LVHreport', 'Grunting', 'LungParench'}",8,71,100,31,69,0.31,31,0
insurance.bif,27,0.05,0,15,"Y={'MakeModel'}, X={'Theft', 'SeniorTrain', 'GoodStudent'}",4,5,100,47,53,0.47,47,0
insurance.bif,27,0.05,1,12,"Y={'DrivQuality'}, X={'Mileage'}",6,11,100,62,38,0.62,62,0
insurance.bif,27,0.05,2,22,"Y={'Antilock'}, X={'Theft', 'RuggedAuto'}; Y={'AntiTheft'}, X={'Age', 'CarValue'}",11,22,100,65,35,0.65,65,0
insurance.bif,27,0.05,3,13,"Y={'GoodStudent'}, X={'RuggedAuto', 'MedCost'}; Y={'CarValue'}, X={'DrivQuality', 'AntiTheft', 'Accident', 'MakeModel'}; Y={'Antilock'}, X={'CarValue', 'OtherCar'}",10,13,100,44,56,0.44,44,0
insurance.bif,27,0.05,4,16,"Y={'Mileage'}, X={'DrivHist', 'DrivQuality'}; Y={'DrivQuality'}, X={'MakeModel', 'MedCost'}; Y={'OtherCarCost'}, X={'ThisCarCost'}",10,16,100,61,39,0.61,61,0
insurance.bif,27,0.05,5,15,"Y={'ThisCarDam'}, X={'CarValue', 'VehicleYear'}; Y={'DrivQuality'}, X={'PropCost', 'SocioEcon'}; Y={'ThisCarDam'}, X={'Theft'}",12,15,100,63,37,0.63,63,0
insurance.bif,27,0.05,6,13,"Y={'MakeModel'}, X={'SeniorTrain', 'SocioEcon', 'GoodStudent', 'VehicleYear'}",2,9,100,66,34,0.66,66,0
insurance.bif,27,0.05,7,11,"Y={'Airbag'}, X={'AntiTheft', 'DrivHist', 'ThisCarDam', 'SocioEcon'}; Y={'HomeBase'}, X={'Age', 'DrivQuality', 'MedCost'}; Y={'SocioEcon'}, X={'Antilock', 'PropCost'}",5,11,100,69,31,0.69,69,0
insurance.bif,27,0.05,8,12,"Y={'AntiTheft'}, X={'CarValue', 'RuggedAuto'}; Y={'RuggedAuto'}, X={'ThisCarCost', 'Airbag'}; Y={'Airbag'}, X={'ThisCarCost', 'SocioEcon'}",6,9,100,62,38,0.62,62,0
insurance.bif,27,0.05,9,15,"Y={'AntiTheft'}, X={'Mileage', 'CarValue'}; Y={'AntiTheft'}, X={'PropCost', 'ThisCarDam', 'VehicleYear'}; Y={'Age'}, X={'DrivHist', 'VehicleYear'}",4,11,100,69,31,0.69,69,0
insurance.bif,27,0.05,10,22,"Y={'SocioEcon'}, X={'SeniorTrain', 'CarValue', 'ILiCost'}; Y={'Mileage'}, X={'SocioEcon', 'DrivingSkill', 'OtherCarCost'}; Y={'HomeBase'}, X={'Age', 'RuggedAuto', 'VehicleYear'}",4,22,100,54,46,0.54,54,0
insurance.bif,27,0.05,11,23,"Y={'RiskAversion'}, X={'RuggedAuto', 'GoodStudent', 'OtherCar'}; Y={'Airbag'}, X={'CarValue', 'GoodStudent'}; Y={'Mileage'}, X={'OtherCarCost', 'DrivingSkill', 'MedCost'}; Y={'VehicleYear'}, X={'GoodStudent', 'MakeModel', 'OtherCarCost'}",12,19,100,57,43,0.57,57,0
insurance.bif,27,0.05,12,17,"Y={'Cushioning'}, X={'ThisCarCost', 'ThisCarDam', 'OtherCar'}; Y={'ThisCarDam'}, X={'SeniorTrain', 'MedCost'}",14,17,100,50,50,0.5,50,0
insurance.bif,27,0.05,13,18,"Y={'MedCost'}, X={'Airbag', 'OtherCarCost'}",11,18,100,61,39,0.61,61,0
insurance.bif,27,0.05,14,20,"Y={'Theft'}, X={'RiskAversion'}",9,19,100,63,37,0.63,63,0
insurance.bif,27,0.05,15,28,"Y={'Theft'}, X={'PropCost', 'DrivQuality'}; Y={'CarValue'}, X={'ThisCarDam', 'HomeBase'}; Y={'Cushioning'}, X={'Age'}",20,28,100,44,56,0.44,44,0
insurance.bif,27,0.05,16,24,"Y={'CarValue'}, X={'Antilock', 'MedCost'}; Y={'Antilock'}, X={'ThisCarCost', 'DrivQuality'}",15,24,100,45,55,0.45,45,0
insurance.bif,27,0.05,17,19,"Y={'ThisCarCost'}, X={'DrivingSkill', 'VehicleYear'}; Y={'SocioEcon'}, X={'ThisCarCost', 'RuggedAuto', 'OtherCarCost', 'MakeModel', 'DrivQuality'}",10,19,100,55,45,0.55,55,0
insurance.bif,27,0.05,18,18,"Y={'VehicleYear'}, X={'DrivHist'}; Y={'Accident'}, X={'SeniorTrain', 'MakeModel'}",14,18,100,57,43,0.57,57,0
insurance.bif,27,0.05,19,20,"Y={'SocioEcon'}, X={'Airbag', 'DrivingSkill'}; Y={'DrivingSkill'}, X={'Accident'}",8,20,100,60,40,0.6,60,0
insurance.bif,27,0.05,20,8,"Y={'OtherCar'}, X={'SeniorTrain', 'GoodStudent'}; Y={'AntiTheft'}, X={'Cushioning', 'DrivQuality'}; Y={'AntiTheft'}, X={'PropCost', 'SeniorTrain'}",2,2,100,56,44,0.56,55,1
insurance.bif,27,0.05,21,19,"Y={'Mileage'}, X={'ThisCarDam', 'MakeModel'}; Y={'Mileage'}, X={'PropCost', 'MakeModel', 'VehicleYear'}",2,19,100,51,49,0.51,51,0
insurance.bif,27,0.05,22,16,"Y={'Mileage'}, X={'DrivingSkill', 'VehicleYear'}; Y={'SeniorTrain'}, X={'RiskAversion', 'VehicleYear'}; Y={'MakeModel'}, X={'DrivHist', 'Theft', 'SocioEcon', 'OtherCarCost'}; Y={'GoodStudent'}, X={'DrivingSkill', 'MakeModel'}",9,14,100,53,47,0.53,53,0
insurance.bif,27,0.05,23,14,"Y={'DrivHist'}, X={'RiskAversion', 'Age', 'Accident', 'CarValue'}; Y={'DrivingSkill'}, X={'AntiTheft', 'GoodStudent'}",5,11,100,58,42,0.58,58,0
insurance.bif,27,0.05,24,19,"Y={'SocioEcon'}, X={'Antilock', 'Accident', 'ILiCost'}; Y={'DrivingSkill'}, X={'SocioEcon'}; Y={'RiskAversion'}, X={'CarValue', 'DrivQuality'}",7,18,100,66,34,0.66,66,0
insurance.bif,27,0.05,25,14,"Y={'Mileage'}, X={'RiskAversion', 'DrivQuality', 'ILiCost'}",0,0,100,100,0,1.0,57,43
insurance.bif,27,0.05,26,16,"Y={'RiskAversion'}, X={'Accident', 'OtherCar'}; Y={'ThisCarCost'}, X={'Mileage', 'ILiCost'}",13,16,100,54,46,0.54,54,0
insurance.bif,27,0.05,27,21,"Y={'ILiCost'}, X={'Antilock', 'MedCost'}",13,20,100,55,45,0.55,55,0
insurance.bif,27,0.05,28,17,"Y={'DrivHist'}, X={'SeniorTrain'}; Y={'HomeBase'}, X={'RiskAversion', 'Theft', 'MakeModel'}",8,15,100,59,41,0.59,59,0
insurance.bif,27,0.05,29,17,"Y={'VehicleYear'}, X={'Mileage', 'DrivHist'}; Y={'GoodStudent'}, X={'Antilock', 'RiskAversion'}; Y={'Antilock'}, X={'RuggedAuto', 'CarValue'}",4,15,100,55,45,0.55,55,0
insurance.bif,27,0.05,30,20,"Y={'Antilock'}, X={'RiskAversion', 'RuggedAuto', 'Airbag'}; Y={'DrivQuality'}, X={'CarValue', 'MakeModel'}",14,20,100,51,49,0.51,51,0
insurance.bif,27,0.05,31,12,"Y={'MakeModel'}, X={'ThisCarDam', 'Theft'}; Y={'DrivingSkill'}, X={'PropCost', 'VehicleYear', 'MedCost'}; Y={'OtherCarCost'}, X={'ThisCarDam'}",9,11,100,67,33,0.67,67,0
